UID,City,Zip,Lat,Long,Price,Crime Rate,Rent Price ,School Ranking ,Housing Growth,HOA
1236,7,93038,34.0984696,-118.1105405," 25,646,693 ",63%,686,5,91.0346%,509
1237,10,93171,34.07122,-118.1245606," 91,544,310 ",38%,2564,8,3.0798%,642
1238,17,93569,34.0872609,-118.1092179," 77,791,166 ",13%,2593,7,22.9355%,888
1239,16,92365,34.0768963,-118.1646703," 1,508,102 ",22%,2796,5,42.3558%,1443
1240,3,91040,34.0641254,-118.143121," 50,486,890 ",10%,3805,2,7.8876%,1183
1241,6,91049,34.1095408,-118.1306256," 37,239,841 ",57%,3082,1,32.4378%,62
1242,20,92084,34.0978153,-118.1620164," 54,046,590 ",31%,1794,8,99.6898%,791
1243,6,91566,34.0718957,-118.1389159," 78,438,876 ",6%,4166,6,35.9575%,1407
1244,3,91927,34.0765525,-118.135986," 36,071,712 ",6%,3803,7,7.2135%,516
1245,11,92677,34.1001563,-118.1217093," 66,605,358 ",90%,4667,5,24.6252%,936
1246,9,91393,34.0892973,-118.1539587," 77,514,152 ",72%,1076,4,62.1302%,354
1247,5,93341,34.0913225,-118.1535751," 50,146,292 ",57%,675,6,74.9366%,525
1248,5,93020,34.1092207,-118.1497725," 6,606,194 ",98%,4102,8,68.8594%,502
1249,16,92465,34.0918415,-118.1173489," 25,074,057 ",20%,213,7,94.7084%,1236
1250,4,92093,34.1077594,-118.1483312," 91,454,943 ",96%,1236,6,52.7915%,739
1251,12,92456,34.1073213,-118.1253903," 15,441,116 ",8%,3616,10,65.6144%,1458
1252,15,91546,34.0813786,-118.1275771," 79,100,256 ",13%,4491,9,47.9374%,476
1253,15,93438,34.0725382,-118.1366546," 91,675,645 ",8%,2139,8,51.2444%,849
1254,10,92778,34.0833823,-118.1418328," 5,779,592 ",95%,4978,3,33.3068%,429
1255,19,92351,34.0818888,-118.1207211," 63,791,561 ",85%,4044,6,91.1976%,1256
1256,7,91979,34.0945088,-118.1082736," 69,393,393 ",18%,4958,8,92.9824%,793
1257,8,92797,34.0840454,-118.1604651," 64,055,826 ",12%,3513,6,82.8635%,1039
1258,7,93372,34.0734859,-118.1512387," 95,723,401 ",65%,1072,4,18.8841%,54
1259,15,91648,34.0858529,-118.1457518," 12,614,227 ",63%,1400,4,91.8035%,739
1260,8,91167,34.0638721,-118.1095956," 47,783,126 ",53%,2870,8,9.0704%,245
1261,19,92645,34.0681717,-118.1347749," 17,796,731 ",84%,3740,3,82.3772%,416
1262,12,91141,34.0687169,-118.1210911," 27,437,832 ",33%,2425,5,52.8722%,259
1263,9,92434,34.0983767,-118.143806," 89,109,435 ",17%,1206,1,62.2064%,287
1264,4,91564,34.1052971,-118.1188185," 87,185,224 ",47%,1322,6,0.5339%,846
1265,15,92977,34.0619817,-118.1136152," 98,084,287 ",87%,2723,5,14.3787%,844
1266,9,92352,34.0621452,-118.1514405," 59,990,067 ",18%,4846,6,69.4208%,373
1267,12,93158,34.0763455,-118.1129173," 7,178,173 ",35%,1015,6,12.7227%,1211
1268,8,92140,34.0807023,-118.1399255," 23,098,616 ",1%,908,2,52.6161%,289
1269,19,91802,34.0724184,-118.1318294," 70,554,089 ",36%,4812,3,24.2450%,391
1270,13,92780,34.109673,-118.1495117," 87,857,419 ",50%,3455,1,2.2247%,158
1271,17,91286,34.0634029,-118.1095718," 49,205,242 ",33%,3643,7,47.6119%,100
1272,4,92037,34.0815666,-118.1552003," 80,183,398 ",65%,414,4,41.0303%,859
1273,12,91686,34.0660891,-118.1334285," 81,187,217 ",26%,2803,10,86.4466%,1047
1274,12,91694,34.0600349,-118.1500167," 91,894,787 ",86%,798,4,53.9529%,768
1275,8,93550,34.0989314,-118.1185661," 90,018,614 ",88%,105,2,18.2808%,575
1276,17,92141,34.0979946,-118.1557264," 12,099,057 ",13%,4492,7,61.3704%,954
1277,5,93242,34.0928987,-118.1643896," 56,229,319 ",99%,2734,10,92.1532%,667
1278,9,91585,34.0651052,-118.1411543," 53,923,375 ",85%,1035,6,28.8071%,286
1279,7,92141,34.1059655,-118.1342184," 58,440,174 ",47%,863,10,65.2005%,415
1280,6,92972,34.0990482,-118.1476162," 44,235,966 ",21%,2916,1,66.3955%,354
1281,11,92073,34.0896952,-118.1103271," 51,203,413 ",80%,3310,1,7.5962%,1330
1282,17,92502,34.0924935,-118.1364149," 89,190,727 ",66%,449,10,21.9980%,753
1283,10,91584,34.0643551,-118.1143543," 90,866,409 ",88%,4167,1,53.4310%,439
1284,1,91056,34.1008288,-118.1257795," 89,643,283 ",73%,109,9,6.6053%,184
1285,10,91556,34.0799482,-118.1640794," 76,015,017 ",50%,800,2,25.2145%,567
1286,19,91603,34.1007574,-118.1529793," 64,977,765 ",17%,2654,7,17.4319%,439
1287,16,91495,34.0915818,-118.1432759," 56,509,534 ",56%,3846,1,57.9700%,156
1288,11,91664,34.0624869,-118.1543101," 57,329,814 ",53%,4955,4,41.7695%,884
1289,7,92882,34.0993622,-118.1411869," 7,798,562 ",37%,2336,9,97.8192%,140
1290,10,91344,34.0981127,-118.1544096," 52,949,104 ",54%,2306,7,97.6798%,596
1291,5,93372,34.0920923,-118.1337712," 49,162,839 ",10%,2851,5,66.7961%,182
1292,1,91464,34.0604013,-118.1202748," 91,018,479 ",91%,3700,6,59.5622%,838
1293,8,92981,34.0817053,-118.1271943," 20,739,743 ",93%,2176,3,57.1330%,889
1294,8,93394,34.1048603,-118.146447," 53,498,107 ",85%,3539,10,43.1321%,197
1295,14,92177,34.0697447,-118.1249237," 12,631,093 ",64%,3106,5,54.0889%,482
1296,16,92033,34.0833463,-118.1577837," 8,484,145 ",88%,344,6,73.1904%,1267
1297,16,92555,34.0891597,-118.1306371," 9,663,373 ",17%,162,1,59.6214%,501
1298,3,92419,34.0980596,-118.1311168," 60,901,756 ",90%,2190,8,78.4701%,504
1299,17,92092,34.0618912,-118.1571894," 18,881,250 ",46%,773,6,3.8042%,1340
1300,18,93383,34.0844329,-118.1262998," 57,677,995 ",11%,243,4,63.8693%,258
1301,13,92755,34.0665273,-118.1423479," 40,239,305 ",83%,1210,5,29.5998%,693
1302,19,91590,34.087442,-118.1099549," 70,092,375 ",76%,3003,6,77.2512%,560
1303,16,91589,34.0860351,-118.1440865," 9,488,895 ",57%,3453,6,88.8340%,536
1304,14,92804,34.0977733,-118.1118138," 72,938,153 ",63%,4832,7,35.1394%,17
1305,6,91527,34.1068941,-118.160784," 64,543,272 ",67%,2305,7,53.9405%,615
1306,1,93243,34.0848521,-118.1376257," 10,820,739 ",67%,4466,4,69.8481%,170
1307,19,93246,34.0608462,-118.1424861," 72,040,544 ",66%,4723,2,64.0656%,59
1308,16,93103,34.0992538,-118.1535501," 68,939,643 ",86%,351,1,57.8435%,520
1309,10,93326,34.0645121,-118.1082443," 89,086,003 ",76%,817,3,8.0679%,1119
1310,13,93288,34.0781531,-118.1365227," 32,235,193 ",63%,3536,9,93.4403%,224
1311,4,93471,34.0820982,-118.1286832," 65,985,826 ",19%,97,1,41.9753%,1318
1312,13,93197,34.1028272,-118.1450084," 6,820,087 ",58%,3439,5,25.6407%,710
1313,1,93383,34.0718863,-118.1369922," 86,994,651 ",30%,2167,10,59.1067%,1034
1314,2,93060,34.0882803,-118.1478887," 41,726,934 ",47%,4470,1,59.9169%,991
1315,11,91648,34.0654512,-118.153466," 31,251,948 ",72%,2290,1,40.1880%,1103
1316,1,92342,34.0888437,-118.156773," 24,191,955 ",45%,1024,10,20.3595%,117
1317,10,93505,34.0873603,-118.1331178," 62,806,581 ",84%,1602,7,57.1127%,533
1318,13,91140,34.070006,-118.1168727," 17,793,487 ",38%,3128,3,3.8936%,591
1319,8,91885,34.0732036,-118.1189011," 3,288,563 ",4%,3395,4,3.5655%,847
1320,6,92149,34.0876849,-118.123588," 11,984,955 ",45%,2762,4,15.1887%,633
1321,16,91085,34.0877538,-118.1224807," 39,721,213 ",79%,2703,4,5.4283%,252
1322,4,91274,34.0955487,-118.1135886," 55,143,066 ",29%,3897,1,80.4070%,101
1323,20,93490,34.0743515,-118.1130013," 7,494,752 ",19%,507,2,95.5068%,766
1324,6,92158,34.0863392,-118.1506094," 24,883,126 ",63%,2873,7,13.1658%,1115
1325,5,92061,34.0926503,-118.1235469," 6,569,064 ",52%,98,8,93.6424%,411
1326,11,91702,34.0691029,-118.1635303," 76,875,892 ",1%,962,3,58.0439%,1440
1327,1,91019,34.0603678,-118.1449414," 46,910,173 ",27%,361,1,0.7632%,583
1328,20,93419,34.1106355,-118.1125317," 16,462,794 ",24%,3464,9,32.2832%,808
1329,6,93217,34.0875549,-118.1364965," 43,437,027 ",84%,278,10,26.4813%,99
1330,17,92551,34.0733306,-118.11883," 30,482,530 ",53%,4460,1,15.5886%,1291
1331,15,92442,34.0879023,-118.1201326," 60,953,098 ",30%,813,4,87.6425%,1065
1332,14,92472,34.0725214,-118.1089686," 11,942,218 ",23%,3045,7,96.3029%,1085
1333,8,92358,34.0966935,-118.1204808," 82,355,223 ",69%,4304,6,53.5167%,1322
1334,4,91915,34.1022078,-118.1101421," 82,337,656 ",97%,4456,9,55.4686%,469
1335,17,91456,34.0977713,-118.1115674," 72,596,375 ",42%,3449,2,96.3342%,1449
1336,5,93489,34.0964345,-118.1614379," 34,178,676 ",3%,2335,10,38.7696%,1461
1337,2,91528,34.0859506,-118.1505476," 13,591,916 ",16%,2209,7,6.8985%,1386
1338,11,91873,34.0855459,-118.1154524," 97,692,944 ",37%,4340,10,70.4535%,893
1339,6,93014,34.071185,-118.1111594," 70,026,898 ",15%,1243,6,15.1786%,122
1340,15,91141,34.0680545,-118.1590146," 48,677,996 ",47%,1203,10,45.6972%,549
1341,17,92759,34.1078442,-118.1603938," 48,186,303 ",52%,1240,10,88.5006%,439
1342,10,93133,34.0927285,-118.1420899," 7,737,325 ",55%,600,1,84.1887%,67
1343,10,92758,34.1062849,-118.1262439," 56,502,610 ",30%,723,4,10.0092%,1273
1344,12,91679,34.0943443,-118.131808," 23,112,777 ",46%,4110,2,65.7905%,789
1345,16,91562,34.0919203,-118.1467204," 42,557,383 ",92%,2527,7,55.6877%,337
1346,11,92021,34.0762787,-118.1125809," 31,105,807 ",66%,425,2,68.8907%,1357
1347,17,91946,34.0794098,-118.1363818," 91,156,653 ",59%,1424,7,7.7857%,160
1348,16,91822,34.0787887,-118.1266751," 86,806,121 ",72%,1532,1,95.2620%,1456
1349,11,92908,34.0758614,-118.1295228," 53,714,041 ",2%,3337,2,55.6629%,1309
1350,17,91987,34.0960621,-118.1511634," 95,796,450 ",24%,2664,6,57.3875%,886
1351,12,92000,34.075759,-118.1191296," 56,125,561 ",26%,206,3,7.0160%,916
1352,13,92760,34.0635536,-118.1247976," 78,055,932 ",63%,446,10,54.0210%,880
1353,2,92864,34.0889057,-118.1382119," 94,657,645 ",16%,307,3,40.0845%,192
1354,1,91824,34.0621503,-118.1131735," 96,862,375 ",37%,4303,10,29.8125%,933
1355,5,91508,34.0879791,-118.1421019," 26,312,364 ",98%,3237,7,18.1242%,1054
1356,1,92480,34.0637718,-118.1457464," 78,329,252 ",3%,2161,10,49.1472%,106
1357,3,91401,34.0849333,-118.1330266," 54,862,229 ",45%,1633,1,9.0613%,836
1358,12,91754,34.0848851,-118.1321002," 36,452,199 ",60%,4400,5,14.5774%,1311
1359,17,91867,34.0990328,-118.147505," 68,773,349 ",62%,354,2,84.8988%,1182
1360,19,92597,34.1084247,-118.120766," 78,955,669 ",4%,3193,9,6.7516%,923
1361,17,92251,34.0841464,-118.1149184," 60,054,777 ",78%,2657,10,44.0175%,457
1362,10,93551,34.0873701,-118.1143268," 31,957,456 ",33%,2760,1,53.8181%,1267
1363,20,91625,34.1009116,-118.1184358," 87,264,430 ",36%,1328,4,7.3995%,128
1364,19,92364,34.101849,-118.1188474," 30,720,103 ",65%,2613,8,39.0094%,582
1365,5,93507,34.1094504,-118.162099," 50,866,356 ",52%,383,1,20.2805%,858
1366,16,91256,34.0975237,-118.1466362," 72,415,882 ",11%,1856,2,90.0964%,334
1367,13,91569,34.0645051,-118.1155471," 9,892,004 ",63%,1632,2,48.9469%,1295
1368,16,91153,34.0947136,-118.1606041," 1,840,669 ",19%,3818,3,87.6398%,130
1369,13,92368,34.1055252,-118.1161702," 71,750,388 ",53%,2410,4,9.5273%,1042
1370,13,93149,34.0600214,-118.1123151," 82,781,827 ",64%,3186,2,42.3766%,197
1371,5,93078,34.0618687,-118.1342496," 19,996,478 ",59%,4946,8,59.0142%,566
1372,2,91474,34.0830177,-118.1581202," 52,498,878 ",9%,1639,2,22.4920%,89
1373,15,92668,34.0845552,-118.1359815," 16,895,083 ",6%,97,4,35.4686%,43
1374,14,92255,34.0926089,-118.1095382," 86,853,947 ",5%,2157,2,13.6244%,912
1375,11,91579,34.0712733,-118.1320181," 49,575,206 ",61%,1302,9,53.9057%,828
1376,14,92518,34.096589,-118.1206151," 35,591,594 ",56%,3200,1,97.0485%,440
1377,12,92657,34.0649913,-118.1413776," 81,601,291 ",34%,4426,5,11.3233%,1276
1378,19,91728,34.0788746,-118.1423216," 43,866,140 ",77%,2319,6,69.1045%,788
1379,17,91346,34.0985701,-118.1412245," 31,610,456 ",72%,3865,8,49.5691%,598
1380,16,91935,34.1077237,-118.118775," 41,617,808 ",53%,1406,5,3.3350%,1020
1381,17,93376,34.0964452,-118.1346782," 77,200,267 ",47%,4734,5,80.0568%,80
1382,16,92017,34.0630372,-118.1251939," 17,486,908 ",26%,1653,9,40.1603%,1279
1383,6,91321,34.0795272,-118.1176128," 39,938,250 ",50%,1357,8,69.3152%,799
1384,18,91976,34.0875316,-118.1448661," 29,224,972 ",88%,1308,9,50.2953%,187
1385,9,92872,34.1027311,-118.1552149," 67,973,745 ",39%,951,1,92.7389%,842
1386,8,92033,34.0995974,-118.141846," 88,778,103 ",64%,2970,9,51.8708%,533
1387,2,92144,34.0958131,-118.130298," 58,743,984 ",31%,1561,9,57.3700%,968
1388,4,92686,34.0690086,-118.117621," 6,033,632 ",2%,893,8,85.7257%,751
1389,9,92708,34.0673734,-118.1614928," 8,453,190 ",94%,4534,6,18.8585%,1211
1390,12,91565,34.0883552,-118.1160504," 79,716,452 ",24%,2338,4,13.0915%,327
1391,20,91132,34.0700262,-118.1329602," 74,153,266 ",44%,981,1,98.0264%,72
1392,10,93591,34.0804408,-118.1241254," 95,559,131 ",70%,484,6,18.8368%,1107
1393,19,93212,34.0966121,-118.1623633," 46,508,947 ",92%,2321,4,81.0693%,1195
1394,4,92359,34.0659169,-118.1534519," 74,139,276 ",87%,3808,1,7.2190%,1104
1395,11,92689,34.0733538,-118.1460256," 8,360,130 ",26%,4760,6,19.3062%,33
1396,11,92176,34.0615045,-118.131283," 30,047,715 ",21%,903,2,15.0358%,1004
1397,4,93039,34.103336,-118.1238035," 5,402,471 ",87%,3590,7,65.7066%,938
1398,15,92525,34.0825534,-118.1152842," 87,239,561 ",94%,2297,5,44.5880%,869
1399,17,93076,34.080575,-118.1427868," 91,067,688 ",15%,1764,1,72.6048%,1431
1400,1,92489,34.1087007,-118.1455326," 87,656,764 ",96%,1282,1,98.5477%,262
1401,15,91868,34.0876951,-118.1440947," 71,624,589 ",43%,1828,2,34.2449%,1001
1402,12,91307,34.0774817,-118.1356643," 961,534 ",93%,2212,6,2.3484%,812
1403,2,91868,34.0909844,-118.1168646," 52,293,456 ",51%,714,5,39.5538%,1377
1404,14,91654,34.1067874,-118.1263566," 19,585,946 ",79%,4871,7,5.4211%,109
1405,5,92423,34.0973704,-118.1377755," 71,687,608 ",0%,3160,9,6.6865%,1076
1406,17,91495,34.0881667,-118.1398265," 4,180,293 ",97%,3492,9,55.8718%,411
1407,4,92463,34.0722786,-118.1426097," 80,448,155 ",17%,3961,7,18.4133%,1147
1408,10,92860,34.087989,-118.110988," 44,138,076 ",50%,859,4,95.9212%,70
1409,17,92117,34.0744732,-118.1136933," 10,706,877 ",16%,3384,8,82.4595%,1429
1410,1,92392,34.1069707,-118.1477537," 51,583,276 ",0%,4270,9,30.0979%,11
1411,6,91662,34.0687108,-118.1592579," 75,805,430 ",33%,81,9,35.4817%,785
1412,16,92031,34.1109091,-118.1297933," 89,514,487 ",38%,3301,5,43.0256%,90
1413,10,92486,34.0688134,-118.1232327," 38,723,780 ",25%,153,8,69.1273%,1318
1414,15,91210,34.0849901,-118.1464567," 59,328,697 ",18%,3205,6,70.4034%,936
1415,19,91253,34.0714468,-118.1182725," 54,003,645 ",32%,2461,1,75.4068%,245
1416,13,93050,34.0978836,-118.1434184," 55,722,612 ",10%,4501,6,33.0267%,863
1417,7,92389,34.0707361,-118.1229192," 21,526,413 ",96%,632,7,27.0577%,600
1418,9,93033,34.0701808,-118.1403358," 28,018,286 ",46%,2880,4,26.6678%,1255
1419,19,93372,34.0831562,-118.1579176," 23,364,956 ",48%,473,3,37.0949%,1071
1420,12,92069,34.0999244,-118.1100926," 15,984,721 ",51%,4517,5,94.8370%,342
1421,3,91810,34.0829624,-118.1616042," 18,328,240 ",10%,2839,4,99.8456%,533
1422,7,92653,34.1039367,-118.119647," 85,039,378 ",41%,3768,2,30.8147%,878
1423,15,91055,34.1015372,-118.1446796," 34,461,342 ",98%,4552,6,16.1569%,1155
1424,1,91062,34.0732803,-118.1201604," 91,957,280 ",78%,1757,3,22.8110%,404
1425,17,92531,34.0894967,-118.1377857," 86,221,637 ",42%,728,3,71.8351%,54
1426,3,93398,34.0762059,-118.1365688," 4,820,482 ",45%,2918,9,89.8443%,918
1427,4,93314,34.0683524,-118.1573789," 89,726,341 ",32%,90,10,22.1347%,1363
1428,10,92558,34.1007439,-118.1402972," 42,058,520 ",35%,2292,3,73.5324%,153
1429,12,92869,34.0901015,-118.1562475," 6,789,904 ",37%,4180,10,35.2453%,872
1430,10,91460,34.0690012,-118.1534731," 94,355,582 ",60%,2968,8,86.0962%,205
1431,11,91677,34.0921348,-118.1309648," 30,790,699 ",20%,3319,3,80.8359%,305
1432,3,92892,34.0834432,-118.1353745," 51,600,662 ",91%,1441,9,70.4584%,1497
1433,7,92380,34.0637844,-118.1284656," 55,667,890 ",45%,3808,10,74.7478%,579
1434,7,92119,34.0884439,-118.1639151," 30,023,791 ",41%,1084,8,88.4160%,1220
1435,19,91183,34.1016964,-118.1237317," 31,027,302 ",97%,3391,1,23.5691%,882
1436,4,91537,34.0814908,-118.1291073," 92,713,095 ",29%,1651,8,82.6857%,1026
1437,17,93109,34.0772122,-118.1322763," 18,822,263 ",66%,1573,2,17.4512%,205
1438,7,91972,34.106638,-118.1262279," 86,266,435 ",89%,4466,7,98.8695%,906
1439,19,91381,34.0808243,-118.1487819," 11,545,389 ",71%,2943,1,70.6675%,647
1440,2,91942,34.0829994,-118.1483899," 83,895,418 ",33%,777,1,90.6500%,524
1441,19,91554,34.0827991,-118.1345039," 17,035,661 ",56%,4087,8,52.2369%,540
1442,1,91703,34.0816557,-118.1090499," 70,297,276 ",46%,2425,4,82.4079%,1468
1443,18,92830,34.103159,-118.1233678," 64,678,374 ",62%,3655,3,50.2761%,1379
1444,10,92410,34.0681326,-118.1322083," 4,201,446 ",58%,1386,9,39.5393%,270
1445,9,92858,34.0933242,-118.1351795," 78,291,240 ",78%,2794,3,54.8999%,909
1446,3,91946,34.0669657,-118.130575," 65,720,394 ",11%,1387,8,5.9809%,124
1447,3,91025,34.0703211,-118.1614545," 65,578,320 ",77%,4416,10,71.4185%,664
1448,15,93098,34.0650869,-118.1639917," 7,345,766 ",13%,3988,7,92.3925%,462
1449,4,91728,34.0822544,-118.1600947," 50,702,608 ",0%,4154,1,96.9220%,1448
1450,18,91255,34.0820918,-118.1166564," 39,719,740 ",95%,3736,3,17.8662%,660
1451,15,91405,34.1089001,-118.1554437," 66,845,454 ",72%,1958,2,54.7922%,1089
1452,20,93341,34.1109233,-118.1314444," 89,518,823 ",40%,2114,8,23.4067%,1318
1453,2,92532,34.0882409,-118.1247154," 8,022,766 ",25%,2112,9,32.6208%,648
1454,20,91824,34.0816294,-118.1347592," 6,960,365 ",23%,293,6,58.6084%,513
1455,1,93459,34.0891936,-118.1458086," 50,165,344 ",52%,4195,9,30.5104%,244
1456,3,92959,34.0929081,-118.142826," 14,044,408 ",42%,2650,7,55.6223%,1497
1457,4,92099,34.0956046,-118.1277585," 26,863,558 ",1%,1966,2,5.3102%,110
1458,11,91200,34.103181,-118.1180652," 65,380,310 ",78%,4377,6,66.8000%,993
1459,12,93004,34.0828092,-118.1492684," 34,022,738 ",74%,4354,6,83.2774%,1229
1460,15,93595,34.0987904,-118.148617," 91,859,676 ",59%,3676,5,57.3420%,1150
1461,15,93227,34.1090703,-118.1155753," 35,739,318 ",44%,2712,6,46.9968%,457
1462,12,92216,34.0890976,-118.1581682," 97,819,803 ",99%,297,4,42.7884%,1267
1463,8,91687,34.0977628,-118.1195549," 25,527,275 ",77%,2821,2,73.5632%,1391
1464,3,91692,34.0610741,-118.1147144," 84,360,702 ",89%,4964,4,34.5083%,270
1465,5,91059,34.1060927,-118.1272533," 77,992,843 ",94%,1502,4,78.2884%,169
1466,6,92033,34.0671452,-118.147755," 43,870,926 ",1%,47,7,24.0732%,635
1467,3,91100,34.0676373,-118.1512197," 78,591,681 ",20%,742,5,83.6129%,1166
1468,12,92790,34.0859612,-118.1381358," 56,325,019 ",86%,2229,2,34.4331%,846
1469,4,93002,34.1046709,-118.137757," 41,901,514 ",64%,2238,5,71.8076%,1108
1470,19,93030,34.0617992,-118.1528286," 362,951 ",58%,2962,7,1.9842%,74
1471,19,92659,34.0890303,-118.1086462," 12,792,543 ",20%,390,2,52.2867%,842
1472,3,91714,34.0931182,-118.1224673," 57,202,196 ",54%,3360,2,65.1040%,393
1473,1,92918,34.0878116,-118.1288808," 19,568,319 ",62%,702,2,51.7659%,1346
1474,17,91547,34.0650304,-118.1240797," 77,330,978 ",62%,2848,3,49.6822%,245
1475,14,92563,34.0620684,-118.1085988," 14,266,769 ",71%,1737,8,59.8231%,734
1476,19,91366,34.0718259,-118.1171245," 66,365,767 ",29%,1662,8,29.2259%,820
1477,11,92383,34.0684165,-118.1357986," 32,860,459 ",14%,2352,4,94.0548%,131
1478,18,93074,34.0951255,-118.1548377," 47,697,923 ",57%,4753,4,39.2273%,1094
1479,18,91892,34.089958,-118.1101333," 83,849,479 ",90%,2745,2,84.1156%,844
1480,5,92933,34.0993059,-118.1210705," 79,729,037 ",38%,4322,9,56.1200%,171
1481,15,92543,34.0631074,-118.1514043," 76,652,956 ",26%,2787,4,83.0487%,940
1482,1,92553,34.1029809,-118.1419906," 95,712,682 ",100%,321,4,48.4544%,978
1483,4,91049,34.0857578,-118.1603036," 67,684,021 ",76%,431,2,76.5897%,315
1484,20,91540,34.1092613,-118.1097141," 54,267,970 ",3%,2923,3,66.4189%,768
1485,9,92606,34.0680549,-118.1484512," 59,134,537 ",61%,3309,7,19.2987%,199
1486,9,91260,34.0671647,-118.1161468," 33,257,454 ",64%,1585,5,83.0510%,592
1487,17,91871,34.0905129,-118.15575," 73,659,662 ",100%,2621,1,91.2660%,784
1488,1,92404,34.0830689,-118.1272998," 43,160,546 ",24%,4649,2,47.8117%,788
1489,15,92987,34.0648128,-118.1388356," 69,801,264 ",82%,4466,2,8.1966%,942
1490,1,93400,34.0709603,-118.1216911," 77,805,307 ",8%,314,6,71.9794%,1118
1491,12,92736,34.0655711,-118.1327824," 37,874,774 ",89%,1301,8,95.7703%,924
1492,5,91941,34.087985,-118.1459622," 46,815,392 ",34%,1433,1,92.5162%,847
1493,17,92344,34.0844038,-118.1178977," 1,432,394 ",84%,1877,7,25.4505%,1080
1494,3,93567,34.0766232,-118.1112336," 18,636,657 ",19%,402,10,56.9646%,1300
1495,19,93476,34.0854097,-118.1487238," 98,702,913 ",67%,3007,10,66.2316%,940
1496,16,91304,34.0736067,-118.1310538," 1,303,724 ",23%,2180,5,40.6155%,21
1497,14,91702,34.0993621,-118.1342021," 79,077,746 ",77%,3798,7,58.5996%,1371
1498,17,91626,34.0835551,-118.1305056," 85,148,391 ",32%,1637,7,30.6766%,415
1499,18,91148,34.0604641,-118.156601," 92,760,216 ",92%,4039,8,38.9663%,871
1500,10,93225,34.071475,-118.1497578," 98,333,612 ",62%,3772,4,70.7487%,863

